brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,price
Lexus,RX,2022.0,30000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,3739000000
Mitsubishi,Grandis,2008.0,123456.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,268000000
Honda,City,2023.0,29000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,510000000
Mazda,CX 5,2021.0,28000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,790000000
Mercedes Benz,C Class,2023.0,2500.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2359000000
Hyundai,Sonata,2011.0,134000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,316000000
Honda,City,2018.0,28000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,430000000
Toyota,Innova,2017.0,90000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,425000000
Ford,Everest,2022.0,2.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1160000000
Mitsubishi,Xpander,2023.0,100000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,475000000
Toyota,Vios,2018.0,12345.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,272000000
Chevrolet,Cruze,2013.0,150000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,190000000
Ford,Everest,2020.0,90000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,870000000
Chevrolet,Captiva,2007.0,2010.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,168000000
Toyota,Camry,2002.0,180000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,138000000
Mitsubishi,Xpander,2019.0,50000.0,Xăng,Tự động,Nước khác,Minivan (MPV),5.0,460000000
Isuzu,Mu X,2016.0,170000.0,Dầu,Số sàn,Thái Lan,SUV / Cross over,7.0,435000000
Toyota,Veloz Cross,2022.0,55000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,575000000
Mercedes Benz,S Class,2020.0,27000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2878000000
Ford,Explorer,2017.0,68000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,879000000
Porsche,Cayenne,2015.0,65000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,1599000000
Toyota,Hilux,2021.0,100000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,645000000
Kia,Sorento,2018.0,67000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,459000000
Lexus,ES,2016.0,54000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,1139000000
Mercedes Benz,GLC Class,2021.0,17000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1379000000
Ford,Ranger,2019.0,120000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,445000000
Daewoo,Gentra,2010.0,49000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,125000000
Ford,Ranger,2020.0,103000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,510000000
Toyota,Innova,2020.0,90000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,490000000
Toyota,Fortuner,2018.0,40000.0,Xăng,Tự động,Nước khác,Kiểu dáng khác,7.0,755000000
Toyota,Vios,2022.0,59678.0,Xăng,Tự động,Việt Nam,Sedan,5.0,439000000
Toyota,Innova,2013.0,140000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,8.0,240000000
Porsche,Panamera,2010.0,70000.0,Xăng,Bán tự động,Đức,Sedan,4.0,1100000000
Mitsubishi,Outlander,2017.0,91000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,595000000
Mercedes Benz,GLC Class,2022.0,7000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1539000000
Chevrolet,Spark,2017.0,125000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,125000000
Toyota,Innova,2015.0,160585.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,468000000
Mitsubishi,Xpander Cross,2023.0,30700.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,640000000
Mitsubishi,Outlander,2020.0,22000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,629000000
Hyundai,Creta,2022.0,50000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,5.0,560000000
Ford,Territory,2023.0,3900.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,859000000
VinFast,Fadil,2020.0,50000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,298000000
Toyota,Fortuner,2020.0,96000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,759000000
Honda,CR V,2016.0,55000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,529000000
Toyota,Innova,2007.0,140000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,175000000
Toyota,Camry,2015.0,89368.0,Xăng,Tự động,Mỹ,Sedan,5.0,888000000
Toyota,Camry,2008.0,140000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,295000000
Toyota,Hiace,2010.0,170000.0,Xăng,Số sàn,Nhật Bản,Van,5.0,255000000
Hyundai,Accent,2015.0,87000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,306000000
Mercedes Benz,E Class,2021.0,45000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1599000000
Isuzu,Dmax,2016.0,140000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,435000000
Mitsubishi,Attrage,2020.0,62000.0,Xăng,5,Thái Lan,Sedan,5.0,295000000
MG,MGZS,2020.0,50000.0,Xăng,Tự động,Thái Lan,Minivan (MPV),5.0,405000000
Mercedes Benz,GLC Class,2021.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1690000000
Ford,Ranger,2024.0,20000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,725000000
Mercedes Benz,GLC,2023.0,15.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,2119000000
Mercedes Benz,C Class,2020.0,33000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1059000000
Ford,Everest,2022.0,39200.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1330000000
Hyundai,Custin,2023.0,22300.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,880000000
Honda,Civic,2008.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,185000000
Toyota,Innova,2010.0,150000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,225000000
Mercedes Benz,CLA Class,2015.0,41000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,680000000
Mitsubishi,Pajero Sport,2015.0,145000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,415000000
Hyundai,i20,2011.0,188000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,215000000
Mazda,CX 8,2020.0,62000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,775000000
Toyota,Innova,2007.0,110000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,128000000
Isuzu,Dmax,2009.0,15000.0,Dầu,Số sàn,Việt Nam,Pick-up (bán tải),5.0,145000000
Lexus,RX,2017.0,9000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,1899000000
Mitsubishi,Outlander,2018.0,75000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,580000000
Chevrolet,Aveo,2014.0,82000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,190000000
Honda,City,2021.0,130000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,452000000
Mercedes Benz,E Class,2019.0,65000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1198000000
Honda,Civic,2022.0,8.0,Xăng,Tự động,Thái Lan,Sedan,5.0,685000000
Toyota,Camry,2021.0,22000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,865000000
Ford,Territory,2023.0,19000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,840000000
Honda,City,2020.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,410000000
Toyota,Innova,2019.0,96000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,465000000
Toyota,Camry,2017.0,74000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,620000000
Toyota,Fortuner,2013.0,112000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,425000000
Ford,Ranger,2021.0,86000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,485000000
Toyota,Vios,2019.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,315000000
Hyundai,Custin,2023.0,22300.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,860000000
Ford,Ranger,2023.0,33000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,1175000000
Honda,Odyssey,2008.0,71000.0,Xăng,Tự động,Mỹ,Minivan (MPV),8.0,520000000
Suzuki,XL 7,2022.0,50000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,500000000
Toyota,Innova,2016.0,12000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,370000000
Mercedes Benz,S Class,2019.0,54000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2639000000
Mitsubishi,Xforce,2024.0,7200.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,645000000
Mazda,3,2021.0,51000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,549000000
Toyota,Fortuner,2016.0,13680.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,550000000
Mercedes Benz,C Class,2011.0,100000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,350000000
Toyota,Fortuner,2013.0,93000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,296000000
Mercedes Benz,GLC Class,2017.0,38000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1520000000
Toyota,Avanza Premio,2023.0,70000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,535000000
Hyundai,Santa Fe,2012.0,80000.0,Dầu,Tự động,Hàn Quốc,SUV / Cross over,7.0,445000000
Hyundai,Stargazer,2022.0,23500.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,505000000
Ford,Everest,2021.0,70000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,988000000
Honda,CR V,2020.0,58000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,836000000
Suzuki,Swift,2019.0,112000.0,Xăng,Tự động,Nhật Bản,Hatchback,5.0,385000000
Ford,Focus,2019.0,6.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,415000000
Toyota,Vios,2016.0,90000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,190000000
Mitsubishi,Xpander,2023.0,39000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),7.0,619000000
Ford,Ranger,2023.0,30000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,868000000
Toyota,Vios,2022.0,13000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,438000000
Mitsubishi,Xpander,2023.0,19000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,585000000
Honda,City,2017.0,107000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,350000000
Mazda,CX 8,2022.0,34000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,9.0,870000000
Toyota,Innova,2007.0,25000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,148000000
Chevrolet,Aveo,2017.0,98.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,175000000
VinFast,Fadil,2021.0,18000.0,Xăng,Tự động,Việt Nam,Hatchback,2.0,322000000
Mercedes Benz,E Class,2018.0,21000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1198000000
Mercedes Benz,E Class,2024.0,20.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2299000000
Mitsubishi,Outlander,2022.0,37000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,725000000
Mercedes Benz,GLC,2020.0,53000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1499000000
Kia,Rio,2015.0,80000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,325000000
Kia,Rondo,2017.0,160000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,370000000
Toyota,Innova,2011.0,20000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,225000000
Ford,Transit,2022.0,64287.0,Dầu,Số sàn,Việt Nam,Minivan (MPV),16.0,695000000
Toyota,Raize,2023.0,38000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,531000000
VinFast,VFe34,2022.0,36000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,490000000
Honda,City,2022.0,6000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,475000000
VinFast,Fadil,2021.0,42300.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,310000000
Mercedes Benz,GLC,2022.0,29000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,1920000000
Hyundai,Grand i10,2015.0,152000.0,Xăng,Số sàn,Ấn Độ,Hatchback,5.0,150000000
Mazda,CX 8,2020.0,75000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,728000000
Suzuki,XL 7,2022.0,38000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,495000000
Hyundai,Accent,2024.0,992.0,Xăng,Tự động,Việt Nam,Sedan,5.0,558000000
Mitsubishi,Pajero Sport,2015.0,129000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,445000000
Mitsubishi,Outlander,2022.0,12000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,778000000
Mazda,3,2009.0,120000.0,Xăng,Tự động,Đài Loan,Sedan,5.0,215000000
Kia,Sedona,2019.0,80000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,799000000
Ford,EcoSport,2020.0,48000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,405000000
Mitsubishi,Xpander,2022.0,52908.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,510000000
Toyota,Wigo,2019.0,45500.0,Xăng,Tự động,Nước khác,Hatchback,5.0,285000000
Kia,Cerato,2018.0,104000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,390000000
Mitsubishi,Xpander,2021.0,100.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,410000000
Mercedes Benz,C Class,2022.0,16000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1279000000
Mercedes Benz,S Class,2020.0,17890.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2878000000
Mazda,CX 5,2016.0,67000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,470000000
Kia,Morning,2016.0,100000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,255000000
Ford,Fiesta,2012.0,37000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,310000000
Mitsubishi,Xpander,2019.0,60000.0,Xăng,Tự động,Nước khác,Minivan (MPV),5.0,479000000
Mercedes Benz,C Class,2016.0,85000.0,Xăng,Tự động,Đức,Sedan,5.0,599000000
Mercedes Benz,C Class,2018.0,70000.0,Xăng,Tự động,Đức,Sedan,5.0,899000000
Mercedes Benz,GLC,2018.0,66000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,879000000
Mitsubishi,Triton,2017.0,104000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,410000000
Audi,Q7,2012.0,95000.0,Xăng,Tự động,Đức,SUV / Cross over,7.0,680000000
Kia,Sedona,2018.0,116000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,679000000
Toyota,Innova,2016.0,105000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,345000000
Ford,EcoSport,2017.0,86688.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,385000000
VinFast,Fadil,2020.0,58000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,305000000
Mazda,CX 5,2023.0,31000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,769000000
BMW,X6,2008.0,60000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,450000000
Nissan,Navara,2019.0,83000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,490000000
Toyota,Vios,2020.0,20000.0,Xăng,5,Việt Nam,Sedan,5.0,460000000
Toyota,Fortuner,2019.0,92318.0,Dầu,Tự động,Nước khác,SUV / Cross over,7.0,858000000
Lexus,ES,2023.0,2470.0,Động cơ Hybrid,Tự động,Nhật Bản,Sedan,5.0,3250000000
VinFast,VF3,2024.0,3000.0,Điện,Tự động,Việt Nam,SUV / Cross over,4.0,239000000
Peugeot,3008,2022.0,60000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,799000000
Ford,EcoSport,2020.0,59000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,459000000
Kia,Carens,2012.0,120000.0,Xăng,Tự động,Hàn Quốc,Minivan (MPV),7.0,240000000
Kia,Rondo,2017.0,82000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,412000000
Peugeot,3008,2018.0,53000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,459000000
Mazda,3,2019.0,50000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,470000000
Mitsubishi,Xforce,2024.0,10700.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,645000000
Honda,CR V,2020.0,97000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,789000000
Ford,Ranger,2015.0,103000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,500000000
Ford,Explorer,2017.0,61000.0,Xăng,Tự động,Mỹ,SUV / Cross over,8.0,869000000
Toyota,Wigo,2019.0,75000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,260000000
Daewoo,Lacetti,2010.0,160000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,105000000
Toyota,Fortuner,2016.0,98.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,460000000
Ford,Territory,2023.0,15500.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,865000000
Suzuki,Ertiga,2020.0,32000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,395000000
Kia,Carens,2012.0,110000.0,Xăng,Số sàn,Hàn Quốc,Minivan (MPV),7.0,219000000
VinFast,Lux SA2.0,2021.0,86000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,668000000
Toyota,Hilux,2021.0,49000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,599000000
VinFast,Lux A2.0,2021.0,38000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,609000000
Suzuki,Ciaz,2019.0,102113.0,Xăng,Tự động,Thái Lan,Sedan,5.0,296000000
Kia,Morning,2010.0,180000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,164000000
Toyota,Innova,2006.0,182453.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,185000000
Mercedes Benz,C Class,2018.0,47000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,779000000
Kia,K3,2013.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,310000000
Toyota,Yaris,2018.0,71000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,455000000
Toyota,Wigo,2021.0,35000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,350000000
Kia,Cerato,2020.0,21000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,475000000
Kia,Rondo,2019.0,78000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,439000000
Hyundai,Tucson,2020.0,66000.0,Dầu,Tự động,Hàn Quốc,SUV / Cross over,5.0,715000000
Mercedes Benz,S Class,2016.0,80000.0,Xăng,Tự động,Nước khác,Sedan,5.0,1390000000
Mitsubishi,Xpander,2021.0,49000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,545000000
VinFast,Fadil,2021.0,60000.0,Xăng,Tự động,Việt Nam,Hatchback,2.0,315000000
Mercedes Benz,E Class,2022.0,18000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1799000000
Mazda,CX 5,2020.0,43000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,675000000
Kia,Sedona,2020.0,52500.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,799000000
Mitsubishi,Xpander Cross,2023.0,62000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,585000000
Toyota,Vios,2007.0,220000.0,Xăng,Số sàn,Nhật Bản,Sedan,5.0,120000000
Toyota,Vios,2010.0,180000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,130000000
Toyota,Corolla Cross,2021.0,30000.0,Động cơ Hybrid,Tự động,Thái Lan,SUV / Cross over,5.0,745000000
Kia,Sportage,2005.0,200000.0,Dầu,Tự động,Hàn Quốc,SUV / Cross over,5.0,182000000
Kia,Carens,2024.0,42000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,575000000
Honda,City,2019.0,123456.0,Xăng,Tự động,Việt Nam,Sedan,5.0,365000000
Toyota,Innova,2009.0,109000.0,Xăng,Số sàn,Việt Nam,Sedan,8.0,248000000
Mazda,6,2014.0,67000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,450000000
Kia,Sedona,2021.0,83000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,870000000
Toyota,Avanza Premio,2022.0,52000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,456000000
Mazda,CX 5,2017.0,75000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,563000000
Toyota,Innova,2017.0,102012.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,410000000
Toyota,Innova,2018.0,79000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,418000000
Ford,Focus,2007.0,300000.0,Xăng,Số sàn,Mỹ,Sedan,5.0,115000000
Ford,Ranger,2021.0,67000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,880000000
Hyundai,Santa Fe,2021.0,45569.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,995000000
Kia,Sorento,2021.0,24000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,6.0,860000000
Kia,Rondo,2016.0,41000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,380000000
Mazda,3,2014.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,310000000
Toyota,Innova,2018.0,88300.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,578000000
Mercedes Benz,GLC,2021.0,9400.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1359000000
Toyota,Camry,2018.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,655000000
Kia,Sedona,2019.0,1.0,Dầu,Tự động,Việt Nam,Minivan (MPV),5.0,710000000
Toyota,Corolla Cross,2021.0,28000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,670000000
Hyundai,Stargazer,2024.0,2700.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,529000000
Ford,Ranger,2021.0,67000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,745000000
Subaru,Forester,2019.0,50000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,650000000
Hyundai,Tucson,2009.0,280000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,215000000
Toyota,Camry,2021.0,45000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,915000000
VinFast,Fadil,2019.0,68000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,285000000
Mercedes Benz,GLA Class,2022.0,39000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,2360000000
Mercedes Benz,C Class,2022.0,42000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1598000000
Mitsubishi,Xpander,2022.0,65.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,465000000
Honda,Odyssey,2007.0,58000.0,Xăng,Tự động,Mỹ,Minivan (MPV),7.0,550000000
VinFast,Lux SA2.0,2019.0,65000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,685000000
Mercedes Benz,C Class,2018.0,38000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,859000000
Hyundai,Elantra,2020.0,75000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,475000000
BMW,3 Series,2016.0,47000.0,Xăng,Tự động,Đức,Sedan,4.0,580000000
Mercedes Benz,S Class,2020.0,33000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2798000000
VinFast,Fadil,2022.0,18800.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,325000000
Mitsubishi,Xpander,2019.0,47000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,479000000
Mitsubishi,Xpander,2022.0,51699.0,Xăng,Số sàn,Nước khác,SUV / Cross over,7.0,460000000
Toyota,Vios,2008.0,150000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,200000000
Peugeot,3008,2018.0,95000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,599000000
Ford,Ranger,2020.0,66000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,635000000
Toyota,Vios,2022.0,62000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,480000000
Toyota,Corolla Altis,2022.0,25500.0,Xăng,Tự động,Thái Lan,Sedan,5.0,640000000
Ford,Focus,2019.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,395000000
BMW,5 Series,2019.0,38000.0,Xăng,Tự động,Đức,Sedan,5.0,1579000000
Hyundai,Grand i10,2019.0,120321.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,243000000
Mazda,3,2020.0,45000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,565000000
Hyundai,Elantra,2019.0,70000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,350000000
Mitsubishi,Xpander,2019.0,123456.0,Xăng,Số sàn,Nước khác,SUV / Cross over,7.0,350000000
Kia,Sportage,2023.0,35600.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,860000000
Ford,EcoSport,2016.0,36000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,335000000
Ford,Everest,2019.0,84000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,865000000
Nissan,X Terra,2019.0,72000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,725000000
Honda,City,2022.0,1700.0,Xăng,Tự động,Việt Nam,Sedan,5.0,515000000
Ford,Everest,2006.0,70000.0,Dầu,Số sàn,Mỹ,SUV / Cross over,7.0,150000000
Hyundai,Accent,2019.0,85000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,345000000
Toyota,Fortuner,2021.0,30000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,1169000000
Mercedes Benz,C Class,2022.0,5900.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1798000000
Mercedes Benz,GLC,2017.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,925000000
Toyota,Vios,2022.0,62100.0,Xăng,Tự động,Việt Nam,Sedan,5.0,480000000
Mazda,CX 5,2018.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,620000000
Hyundai,Santa Fe,2021.0,0.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,975000000
Ford,Focus,2010.0,130000.0,Dầu,Tự động,Việt Nam,Hatchback,5.0,300000000
Honda,CR V,2016.0,12000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,498000000
Kia,Soluto,2021.0,78000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,325000000
