brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,condition,price
Mitsubishi,Triton,2013.0,21000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,290000000
Ford,Ranger,2021.0,66000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,485000000
Ford,Everest,2014.0,170000.0,Dầu,Tự động,Mỹ,SUV / Cross over,7.0,Đã sử dụng,430000000
Mazda,3,2022.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,610000000
Mazda,3,2018.0,91000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,430000000
Ford,Ranger,2021.0,41000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,980000000
Mazda,CX 8,2022.0,39000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,860000000
Toyota,Fortuner,2021.0,65000.0,Dầu,Số sàn,Nước khác,SUV / Cross over,7.0,Đã sử dụng,835000000
Hyundai,Elantra,2016.0,88000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,385000000
Toyota,Vios,2013.0,100000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,265000000
Toyota,Innova,2019.0,87000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,615000000
VinFast,Lux SA2.0,2019.0,60000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,630000000
Ford,Everest,2020.0,70000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,845000000
Kia,Carnival,2023.0,70000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,1310000000
Hyundai,Grand i10,2016.0,500000.0,Xăng,Số sàn,Ấn Độ,Hatchback,5.0,Đã sử dụng,186000000
Hyundai,Grand i10,2018.0,78000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,290000000
Toyota,Camry,2007.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,4.0,Đã sử dụng,355555555
Kia,Cerato,2020.0,12682.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,515000000
Mazda,3,2019.0,49100.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,485000000
VinFast,Lux SA2.0,2020.0,68000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,668000000
Mazda,BT 50,2021.0,85000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,449000000
VinFast,Lux A2.0,2022.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,596000000
Chevrolet,Cruze,2014.0,200000.0,Xăng,Số sàn,Mỹ,Sedan,5.0,Đã sử dụng,210000000
Mercedes Benz,C Class,2022.0,17000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,1370000000
Hyundai,Accent,2015.0,820000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,297000000
Toyota,Raize,2022.0,8800.0,Xăng,Tự động,Nước khác,Hatchback,5.0,Đã sử dụng,479000000
Mitsubishi,Outlander,2018.0,8000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,530000000
Kia,Sedona,2016.0,170000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,450000000
Toyota,Innova,2008.0,200000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,178000000
Toyota,Fortuner,2013.0,200000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,435000000
Hyundai,Custin,2023.0,9000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,8.0,Đã sử dụng,810000000
Ford,Focus,2014.0,120000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,279000000
Toyota,Veloz Cross,2023.0,31000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,599000000
Chevrolet,Cruze,2016.0,89000.0,Xăng,Tự động,Mỹ,Sedan,5.0,Đã sử dụng,245000000
Toyota,Vios,2024.0,17000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,535000000
Toyota,Vios,2019.0,120000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,295000000
Hyundai,Accent,2021.0,60000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,359000000
Kia,Seltos,2023.0,24000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,650000000
Toyota,Innova,2021.0,27000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,588000000
Hyundai,Grand i10,2019.0,98000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,Đã sử dụng,220000000
Mitsubishi,Outlander,2020.0,22700.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,629000000
Kia,Cerato,2020.0,52000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,479000000
Ford,Everest,2020.0,86000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,940000000
Mitsubishi,Outlander,2023.0,7000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,750000000
Kia,Sonet,2022.0,26000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,555000000
Hyundai,Santa Fe,2020.0,45000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,915000000
Honda,City,2013.0,13000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,289000000
Mitsubishi,Xforce,2024.0,23000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,633000000
Toyota,Innova,2021.0,85000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,600000000
Toyota,Vios,2023.0,63000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,415000000
Chevrolet,Cruze,2017.0,84000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,305000000
Honda,Brio,2020.0,26000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,Đã sử dụng,366000000
Mercedes Benz,GLC,2022.0,12000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1899000000
Mercedes Benz,C Class,2013.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,4.0,Đã sử dụng,379000000
Hyundai,Elantra,2020.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,505000000
Ford,Ranger,2021.0,45000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,785000000
Ford,Everest,2021.0,58000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,918000000
Ford,Ranger,2007.0,120000.0,Dầu,Số sàn,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,195000000
Toyota,Fortuner,2011.0,103000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,330000000
Toyota,Camry,2019.0,62000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,859000000
Ford,Mondeo,2005.0,98000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,108000000
Hyundai,Tucson,2010.0,9800.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,5.0,Đã sử dụng,198000000
Kia,Sedona,2020.0,81000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,818000000
Mitsubishi,Xpander,2023.0,64000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,575000000
Kia,Carens,2023.0,50000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,599000000
Toyota,Fortuner,2022.0,68000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,1020000000
Toyota,Veloz Cross,2024.0,34000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,619000000
Mazda,2,2019.0,130000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,375000000
Suzuki,XL 7,2022.0,67000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,489000000
Chevrolet,Lacetti,2010.0,122688.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,178000000
Hyundai,Grand i10,2019.0,117000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,195000000
Ford,Focus,2017.0,107000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,360000000
Toyota,Hilux,2015.0,102000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,509000000
Hyundai,Tucson,2020.0,65000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,718000000
Suzuki,Swift,2021.0,31000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,490000000
Mercedes Benz,E Class,2010.0,75000.0,Xăng,Tự động,Đức,Kiểu dáng khác,5.0,Đã sử dụng,430000000
Mitsubishi,Xpander,2020.0,80000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),7.0,Đã sử dụng,475000000
Ford,Ranger,2019.0,110000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,535000000
Mercedes Benz,E Class,2019.0,36000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1198000000
VinFast,VF5,2023.0,35000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,480000000
Mazda,CX 8,2019.0,34000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,750000000
Toyota,Innova,2012.0,140000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,310000000
VinFast,Lux SA2.0,2019.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,660000000
VinFast,VF8,2024.0,11000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1060000000
Mazda,3,2023.0,18000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,600000000
Ford,Ranger,2019.0,82000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,585000000
VinFast,VF9,2024.0,7000.0,Điện,Tự động,Việt Nam,SUV / Cross over,6.0,Đã sử dụng,1440000000
Toyota,Camry,2007.0,128351.0,Xăng,Tự động,Mỹ,Sedan,4.0,Đã sử dụng,320000000
Nissan,X Terra,2018.0,83000.0,Dầu,Số sàn,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,539000000
VinFast,Lux SA2.0,2021.0,77000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,780000000
Mercedes Benz,GLC,2021.0,58000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1459000000
Kia,Morning,2018.0,78.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,305000000
Ford,Ranger,2023.0,26000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,1149000000
VinFast,VFe34,2022.0,47000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,510000000
Kia,Morning,2022.0,20000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,Đã sử dụng,255000000
Peugeot,3008,2021.0,40000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,759000000
Ford,Transit,2007.0,9999.0,Dầu,Số sàn,Việt Nam,Van,16.0,Đã sử dụng,110000000
Toyota,Fortuner,2019.0,76000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,770000000
Toyota,Vios,2023.0,14000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,400000000
Ford,Everest,2013.0,15000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,365000000
Mazda,BT 50,2016.0,248000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,368000000
VinFast,VF5,2024.0,4200.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,505000000
Honda,Civic,2021.0,30000.0,Xăng,5,Thái Lan,Sedan,5.0,Đã sử dụng,599000000
Mercedes Benz,GLC,2017.0,145000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,888000000
BMW,3 Series,2018.0,14000.0,Xăng,Tự động,Đức,Sedan,4.0,Đã sử dụng,759000000
Mercedes Benz,C Class,2017.0,61000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,659000000
Honda,CR V,2024.0,19100.0,Động cơ Hybrid,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,1230000000
Mazda,6,2020.0,59000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,599000000
Toyota,Rush,2020.0,106000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,479000000
Mitsubishi,Xpander,2023.0,64000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,575000000
Mitsubishi,Xpander,2019.0,111111.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,445000000
Ford,Ranger,2015.0,86000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,560000000
Mitsubishi,Xpander,2024.0,30000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,635000000
Hyundai,Tucson,2023.0,27000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,929000000
Toyota,Yaris,2019.0,60000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,480000000
Kia,Cerato,2011.0,120000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,265000000
Toyota,Camry,2023.0,33000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,1350000000
Chevrolet,Trailblazer,2018.0,70.0,Dầu,Số sàn,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,450000000
Toyota,Wigo,2019.0,150000.0,Xăng,Số sàn,Nước khác,Hatchback,5.0,Đã sử dụng,169000000
Toyota,Corolla Altis,2014.0,109000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,465000000
Toyota,Fortuner,2015.0,120000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,450000000
Toyota,Corolla Cross,2021.0,38000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,718000000
Kia,Morning,2014.0,67000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,235000000
Hyundai,Tucson,2021.0,65000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,735000000
Chevrolet,Spark,2017.0,114000.0,Xăng,Số sàn,Việt Nam,Van,2.0,Đã sử dụng,105000000
Mazda,3,2018.0,68000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,445000000
Toyota,Corolla Altis,2022.0,42000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,635000000
Mitsubishi,Attrage,2022.0,12500.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,Đã sử dụng,270000000
Toyota,Innova,2023.0,27000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,688000000
Toyota,Vios,2011.0,120000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,160000000
Kia,Morning,2011.0,90000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,218000000
Isuzu,Hi lander,2007.0,150000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,123456789
Kia,Carnival,2024.0,9000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,1370000000
Mitsubishi,Xpander,2021.0,30000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,490000000
Toyota,Fortuner,2019.0,46000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,779000000
Kia,Sorento,2020.0,129000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,560000000
Kia,Cerato,2018.0,79000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,379000000
Mitsubishi,Mirage,2014.0,100000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,222000000
Toyota,Venza,2009.0,60000.0,Xăng,Tự động,Mỹ,SUV / Cross over,5.0,Đã sử dụng,568000000
Honda,CR V,2016.0,120000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,575000000
Toyota,Fortuner,2012.0,131000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,340000000
Toyota,Fortuner,2019.0,57000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,799000000
Kia,Sorento,2021.0,45000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,862000000
Toyota,Veloz Cross,2022.0,13194.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,589000000
Toyota,Corolla Altis,2003.0,120000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,125000000
Hyundai,Accent,2012.0,70000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,265000000
Mitsubishi,Xpander,2023.0,64000.0,Xăng,Tự động,Nước khác,Minivan (MPV),2.0,Đã sử dụng,575000000
Kia,Morning,2009.0,170000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,125000000
Toyota,Fortuner,2022.0,36128.0,Xăng,Tự động,Việt Nam,SUV / Cross over,9.0,Đã sử dụng,972000000
VinFast,Lux A2.0,2022.0,25000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,585000000
Mitsubishi,Attrage,2021.0,59107.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,Đã sử dụng,280000000
Toyota,Wigo,2021.0,48000.0,Xăng,Bán tự động,Nước khác,Hatchback,5.0,Đã sử dụng,365000000
Kia,Cerato,2018.0,98.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,345000000
Toyota,Innova,2006.0,280000.0,Xăng,Số sàn,Việt Nam,Kiểu dáng khác,8.0,Đã sử dụng,188000000
Hyundai,Accent,2021.0,52000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,440000000
Kia,Forte,2012.0,120000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,286000000
Mercedes Benz,C Class,2017.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,799000000
Ford,Ranger,2020.0,57000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,860000000
Kia,Carnival,2021.0,31000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,1160000000
Mitsubishi,Xpander,2023.0,43000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,590000000
Mazda,BT 50,2014.0,14000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,335000000
MG,MG5,2024.0,400.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,155000000
Honda,CR V,2020.0,90000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,768666666
Mercedes Benz,C Class,2008.0,15000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,209000000
Hyundai,Accent,2018.0,72297.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,290000000
Hyundai,Sonata,2015.0,95000.0,Xăng,Tự động,Hàn Quốc,Sedan,4.0,Đã sử dụng,425000000
Hyundai,Accent,2015.0,88000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,293000000
Toyota,Innova,2007.0,110000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,160000000
Honda,City,2020.0,35000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,439000000
VinFast,Lux A2.0,2021.0,69000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,590000000
Honda,City,2022.0,7000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,499000000
Chevrolet,Spark,2017.0,152000.0,Xăng,Số sàn,Mỹ,Hatchback,5.0,Đã sử dụng,129000000
Toyota,Corolla Altis,2004.0,20000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,111000000
Hyundai,Getz,2010.0,172000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,175000000
Toyota,Camry,2018.0,119414.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,750000000
Hyundai,Creta,2022.0,40000.0,Xăng,Tự động,Nước khác,SUV / Cross over,2.0,Đã sử dụng,570000000
Toyota,Hiace,2007.0,20000.0,Xăng,Số sàn,Việt Nam,Van,6.0,Đã sử dụng,150000000
Toyota,Wigo,2021.0,14000.0,Xăng,Tự động,Nước khác,Hatchback,2.0,Đã sử dụng,338000000
Hyundai,Grand i10,2016.0,154500.0,Xăng,Số sàn,Ấn Độ,Hatchback,5.0,Đã sử dụng,190000000
Hãng khác,Dòng khác,2024.0,0.0,Xăng,Tự động,Nước khác,Sedan,5.0,Đã sử dụng,534000000
Toyota,Vios,2017.0,120000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,230000000
Toyota,Fortuner,2017.0,370000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,695000000
Kia,Sorento,2022.0,17000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,925000000
Toyota,Yaris,2014.0,70.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,355000000
Lexus,GX,2009.0,120000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,8.0,Đã sử dụng,960000000
Hyundai,Grand i10,2021.0,10000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,295000000
Kia,Morning,2015.0,90000.0,Xăng,Tự động,Hàn Quốc,Hatchback,2.0,Đã sử dụng,176000000
Ford,Everest,2022.0,55000.0,Dầu,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,985000000
Mercedes Benz,GLC Class,2022.0,40000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1450000000
Ford,Territory,2022.0,8000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,725000000
VinFast,Fadil,2020.0,730000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,295000000
Ford,Everest,2023.0,21000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1238000000
Ford,Focus,2011.0,0.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,190000000
Chevrolet,Trailblazer,2018.0,87000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),7.0,Đã sử dụng,499000000
Isuzu,Mu X,2019.0,186000.0,Dầu,Số sàn,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,458000000
Peugeot,2008,2024.0,9000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,728000000
Kia,Morning,2012.0,150000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,235000000
Mercedes Benz,C Class,2023.0,1000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,1599000000
Hyundai,Grand i10,2014.0,16000.0,Xăng,Số sàn,Ấn Độ,Hatchback,5.0,Đã sử dụng,139000000
Daewoo,Gentra,2011.0,128000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,115000000
Toyota,Vios,2006.0,100000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,145000000
Nissan,Sunny,2013.0,115000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,127000000
Mercedes Benz,C Class,2023.0,1000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1599000000
Mazda,3,2022.0,35000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,550000000
Honda,CR V,2015.0,108000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,495000000
Toyota,Vios,2018.0,113000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,315000000
Toyota,Camry,2008.0,82000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,300000000
Toyota,Fortuner,2020.0,49900.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,817000000
Toyota,Innova,2017.0,97999.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,425000000
Chevrolet,Cruze,2017.0,120000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,235000000
Toyota,Innova,2017.0,79500.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,516000000
Hyundai,Grand i10,2015.0,100000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,260000000
Toyota,Veloz Cross,2022.0,46998.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,575000000
Mitsubishi,Outlander,2019.0,90.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,520000000
Ford,Transit,2024.0,79000.0,Dầu,Số sàn,Việt Nam,Van,6.0,Đã sử dụng,800000000
Mazda,2,2016.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,339000000
Toyota,Rush,2018.0,90000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,475000000
Toyota,Innova,2020.0,74000.0,Xăng,Tự động,Nước khác,Minivan (MPV),8.0,Đã sử dụng,659000000
Kia,Sonet,2022.0,16000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,554000000
Toyota,1116,2022.0,63000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,565000000
Honda,CR V,2013.0,106000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,448000000
Kia,Morning,2009.0,79000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,Đã sử dụng,125000000
Toyota,Corolla Cross,2023.0,17000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,775000000
Ford,Ranger,2014.0,178000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,446000000
VinFast,VF3,2025.0,120.0,Điện,Tự động,Việt Nam,SUV / Cross over,4.0,Đã sử dụng,260000000
